,Unnamed: 0,SPX
166,1990-09-28 00:00:00,306.05
167,1990-10-01 00:00:00,314.94
168,1990-10-02 00:00:00,315.21
169,1990-10-03 00:00:00,311.4
170,1990-10-04 00:00:00,312.69
171,1990-10-05 00:00:00,311.5
172,1990-10-08 00:00:00,313.48
173,1990-10-09 00:00:00,305.1
174,1990-10-10 00:00:00,300.39
175,1990-10-11 00:00:00,295.46
176,1990-10-12 00:00:00,300.03
177,1990-10-15 00:00:00,303.23
178,1990-10-16 00:00:00,298.92
179,1990-10-17 00:00:00,298.76
180,1990-10-18 00:00:00,305.74
181,1990-10-19 00:00:00,312.48
182,1990-10-22 00:00:00,314.76
183,1990-10-23 00:00:00,312.36
184,1990-10-24 00:00:00,312.6
185,1990-10-25 00:00:00,310.17
186,1990-10-26 00:00:00,304.71
187,1990-10-29 00:00:00,301.88
188,1990-10-30 00:00:00,304.06
189,1990-10-31 00:00:00,304.0
190,1990-11-01 00:00:00,307.02
191,1990-11-02 00:00:00,311.85
192,1990-11-05 00:00:00,314.59
193,1990-11-06 00:00:00,311.62
194,1990-11-07 00:00:00,306.01
195,1990-11-08 00:00:00,307.61
196,1990-11-09 00:00:00,313.74
197,1990-11-12 00:00:00,319.48
198,1990-11-13 00:00:00,317.67
199,1990-11-14 00:00:00,320.4
200,1990-11-15 00:00:00,317.02
201,1990-11-16 00:00:00,317.12
202,1990-11-19 00:00:00,319.34
203,1990-11-20 00:00:00,315.31
204,1990-11-21 00:00:00,316.03
205,1990-11-23 00:00:00,315.1
206,1990-11-26 00:00:00,316.51
207,1990-11-27 00:00:00,318.1
208,1990-11-28 00:00:00,317.95
209,1990-11-29 00:00:00,316.42
210,1990-11-30 00:00:00,322.22
211,1990-12-03 00:00:00,324.1
212,1990-12-04 00:00:00,326.35
213,1990-12-05 00:00:00,329.92
214,1990-12-06 00:00:00,329.07
215,1990-12-07 00:00:00,327.75
216,1990-12-10 00:00:00,328.89
217,1990-12-11 00:00:00,326.44
218,1990-12-12 00:00:00,330.19
219,1990-12-13 00:00:00,329.34
220,1990-12-14 00:00:00,326.82
221,1990-12-17 00:00:00,326.02
222,1990-12-18 00:00:00,330.05
223,1990-12-19 00:00:00,330.2
224,1990-12-20 00:00:00,330.12
225,1990-12-21 00:00:00,331.75
226,1990-12-24 00:00:00,329.9
227,1990-12-26 00:00:00,330.85
228,1990-12-27 00:00:00,328.29
229,1990-12-28 00:00:00,328.72
230,1990-12-31 00:00:00,330.22
231,1991-01-02 00:00:00,326.45
232,1991-01-03 00:00:00,321.91
233,1991-01-04 00:00:00,321.0
234,1991-01-07 00:00:00,315.44
235,1991-01-08 00:00:00,314.9
236,1991-01-09 00:00:00,311.49
237,1991-01-10 00:00:00,314.53
238,1991-01-11 00:00:00,315.23
239,1991-01-14 00:00:00,312.49
240,1991-01-15 00:00:00,313.73
241,1991-01-16 00:00:00,316.17
242,1991-01-17 00:00:00,327.97
243,1991-01-18 00:00:00,332.23
244,1991-01-21 00:00:00,331.06
245,1991-01-22 00:00:00,328.31
246,1991-01-23 00:00:00,330.21
247,1991-01-24 00:00:00,334.78
248,1991-01-25 00:00:00,336.07
249,1991-01-28 00:00:00,336.03
250,1991-01-29 00:00:00,335.84
251,1991-01-30 00:00:00,340.91
252,1991-01-31 00:00:00,343.93
253,1991-02-01 00:00:00,343.05
254,1991-02-04 00:00:00,348.34
255,1991-02-05 00:00:00,351.26
256,1991-02-06 00:00:00,358.07
257,1991-02-07 00:00:00,356.52
258,1991-02-08 00:00:00,359.35
259,1991-02-11 00:00:00,368.58
260,1991-02-12 00:00:00,365.5
261,1991-02-13 00:00:00,369.02
262,1991-02-14 00:00:00,364.22
263,1991-02-15 00:00:00,369.06
264,1991-02-19 00:00:00,369.39
265,1991-02-20 00:00:00,365.14
266,1991-02-21 00:00:00,364.97
267,1991-02-22 00:00:00,365.65
268,1991-02-25 00:00:00,367.26
269,1991-02-26 00:00:00,362.81
270,1991-02-27 00:00:00,367.74
271,1991-02-28 00:00:00,367.07
272,1991-03-01 00:00:00,370.47
273,1991-03-04 00:00:00,369.33
274,1991-03-05 00:00:00,376.72
275,1991-03-06 00:00:00,376.17
276,1991-03-07 00:00:00,375.91
277,1991-03-08 00:00:00,374.95
278,1991-03-11 00:00:00,372.96
279,1991-03-12 00:00:00,370.03
280,1991-03-13 00:00:00,374.57
281,1991-03-14 00:00:00,373.5
282,1991-03-15 00:00:00,373.59
283,1991-03-18 00:00:00,372.11
284,1991-03-19 00:00:00,366.59
285,1991-03-20 00:00:00,367.92
286,1991-03-21 00:00:00,366.58
287,1991-03-22 00:00:00,367.48
288,1991-03-25 00:00:00,369.83
289,1991-03-26 00:00:00,376.3
290,1991-03-27 00:00:00,375.35
291,1991-03-28 00:00:00,375.22
292,1991-04-01 00:00:00,371.3
293,1991-04-02 00:00:00,379.5
294,1991-04-03 00:00:00,378.94
295,1991-04-04 00:00:00,379.77
296,1991-04-05 00:00:00,375.36
297,1991-04-08 00:00:00,378.66
298,1991-04-09 00:00:00,373.56
299,1991-04-10 00:00:00,373.15
300,1991-04-11 00:00:00,377.63
301,1991-04-12 00:00:00,380.4
302,1991-04-15 00:00:00,381.19
303,1991-04-16 00:00:00,387.62
304,1991-04-17 00:00:00,390.45
305,1991-04-18 00:00:00,388.46
306,1991-04-19 00:00:00,384.2
307,1991-04-22 00:00:00,380.95
308,1991-04-23 00:00:00,381.76
309,1991-04-24 00:00:00,382.76
310,1991-04-25 00:00:00,379.25
311,1991-04-26 00:00:00,379.02
312,1991-04-29 00:00:00,373.66
313,1991-04-30 00:00:00,375.34
314,1991-05-01 00:00:00,380.29
315,1991-05-02 00:00:00,380.52
316,1991-05-03 00:00:00,380.8
317,1991-05-06 00:00:00,380.08
318,1991-05-07 00:00:00,377.32
319,1991-05-08 00:00:00,378.51
320,1991-05-09 00:00:00,383.25
321,1991-05-10 00:00:00,375.74
322,1991-05-13 00:00:00,376.76
323,1991-05-14 00:00:00,371.62
324,1991-05-15 00:00:00,368.57
325,1991-05-16 00:00:00,372.19
326,1991-05-17 00:00:00,372.39
327,1991-05-20 00:00:00,372.28
328,1991-05-21 00:00:00,375.35
329,1991-05-22 00:00:00,376.19
330,1991-05-23 00:00:00,374.96
331,1991-05-24 00:00:00,377.49
332,1991-05-28 00:00:00,381.94
333,1991-05-29 00:00:00,382.79
334,1991-05-30 00:00:00,386.96
335,1991-05-31 00:00:00,389.83
336,1991-06-03 00:00:00,388.06
337,1991-06-04 00:00:00,387.74
338,1991-06-05 00:00:00,385.09
339,1991-06-06 00:00:00,383.63
340,1991-06-07 00:00:00,379.43
341,1991-06-10 00:00:00,378.57
342,1991-06-11 00:00:00,381.05
343,1991-06-12 00:00:00,376.65
344,1991-06-13 00:00:00,377.63
345,1991-06-14 00:00:00,382.29
346,1991-06-17 00:00:00,380.13
347,1991-06-18 00:00:00,378.59
348,1991-06-19 00:00:00,375.09
349,1991-06-20 00:00:00,375.42
350,1991-06-21 00:00:00,377.75
351,1991-06-24 00:00:00,370.94
352,1991-06-25 00:00:00,370.65
353,1991-06-26 00:00:00,371.59
354,1991-06-27 00:00:00,374.4
355,1991-06-28 00:00:00,371.16
356,1991-07-01 00:00:00,377.92
357,1991-07-02 00:00:00,377.47
358,1991-07-03 00:00:00,373.33
359,1991-07-05 00:00:00,374.08
360,1991-07-08 00:00:00,377.94
361,1991-07-09 00:00:00,376.11
362,1991-07-10 00:00:00,375.74
363,1991-07-11 00:00:00,376.97
364,1991-07-12 00:00:00,380.25
365,1991-07-15 00:00:00,382.39
366,1991-07-16 00:00:00,381.54
367,1991-07-17 00:00:00,381.18
368,1991-07-18 00:00:00,385.37
369,1991-07-19 00:00:00,384.22
370,1991-07-22 00:00:00,382.88
371,1991-07-23 00:00:00,379.42
372,1991-07-24 00:00:00,378.64
373,1991-07-25 00:00:00,380.96
374,1991-07-26 00:00:00,380.93
375,1991-07-29 00:00:00,383.15
376,1991-07-30 00:00:00,386.69
377,1991-07-31 00:00:00,387.81
378,1991-08-01 00:00:00,387.12
379,1991-08-02 00:00:00,387.18
380,1991-08-05 00:00:00,385.06
381,1991-08-06 00:00:00,390.62
382,1991-08-07 00:00:00,390.56
383,1991-08-08 00:00:00,389.32
384,1991-08-09 00:00:00,387.12
385,1991-08-12 00:00:00,388.02
386,1991-08-13 00:00:00,389.62
387,1991-08-14 00:00:00,389.9
388,1991-08-15 00:00:00,389.33
389,1991-08-16 00:00:00,385.58
390,1991-08-19 00:00:00,376.47
391,1991-08-20 00:00:00,379.43
392,1991-08-21 00:00:00,390.59
393,1991-08-22 00:00:00,391.33
394,1991-08-23 00:00:00,394.17
395,1991-08-26 00:00:00,393.85
396,1991-08-27 00:00:00,393.06
397,1991-08-28 00:00:00,396.64
398,1991-08-29 00:00:00,396.47
399,1991-08-30 00:00:00,395.43
400,1991-09-03 00:00:00,392.15
401,1991-09-04 00:00:00,389.97
402,1991-09-05 00:00:00,389.14
403,1991-09-06 00:00:00,389.1
404,1991-09-09 00:00:00,388.57
405,1991-09-10 00:00:00,384.56
406,1991-09-11 00:00:00,385.09
407,1991-09-12 00:00:00,387.34
408,1991-09-13 00:00:00,383.59
409,1991-09-16 00:00:00,385.78
410,1991-09-17 00:00:00,385.5
411,1991-09-18 00:00:00,386.94
412,1991-09-19 00:00:00,387.56
413,1991-09-20 00:00:00,387.92
414,1991-09-23 00:00:00,385.92
415,1991-09-24 00:00:00,387.71
416,1991-09-25 00:00:00,386.88
417,1991-09-26 00:00:00,386.49
418,1991-09-27 00:00:00,385.9
419,1991-09-30 00:00:00,387.86
420,1991-10-01 00:00:00,389.2
421,1991-10-02 00:00:00,388.26
422,1991-10-03 00:00:00,384.47
423,1991-10-04 00:00:00,381.25
424,1991-10-07 00:00:00,379.5
425,1991-10-08 00:00:00,380.67
426,1991-10-09 00:00:00,376.8
427,1991-10-10 00:00:00,380.55
428,1991-10-11 00:00:00,381.45
429,1991-10-14 00:00:00,386.47
430,1991-10-15 00:00:00,391.01
431,1991-10-16 00:00:00,392.8
432,1991-10-17 00:00:00,391.92
433,1991-10-18 00:00:00,392.5
434,1991-10-21 00:00:00,390.02
435,1991-10-22 00:00:00,387.83
436,1991-10-23 00:00:00,387.94
437,1991-10-24 00:00:00,385.07
438,1991-10-25 00:00:00,384.2
439,1991-10-28 00:00:00,389.52
440,1991-10-29 00:00:00,391.48
441,1991-10-30 00:00:00,392.96
442,1991-10-31 00:00:00,392.45
443,1991-11-01 00:00:00,391.32
444,1991-11-04 00:00:00,390.28
445,1991-11-05 00:00:00,388.71
446,1991-11-06 00:00:00,389.97
447,1991-11-07 00:00:00,393.72
448,1991-11-08 00:00:00,392.89
449,1991-11-11 00:00:00,393.12
450,1991-11-12 00:00:00,396.74
451,1991-11-13 00:00:00,397.41
452,1991-11-14 00:00:00,397.15
453,1991-11-15 00:00:00,382.62
454,1991-11-18 00:00:00,385.24
455,1991-11-19 00:00:00,379.42
456,1991-11-20 00:00:00,378.53
457,1991-11-21 00:00:00,380.06
458,1991-11-22 00:00:00,376.14
459,1991-11-25 00:00:00,375.34
460,1991-11-26 00:00:00,377.96
461,1991-11-27 00:00:00,376.55
462,1991-11-29 00:00:00,375.22
463,1991-12-02 00:00:00,381.4
464,1991-12-03 00:00:00,380.96
465,1991-12-04 00:00:00,380.07
466,1991-12-05 00:00:00,377.39
467,1991-12-06 00:00:00,379.1
468,1991-12-09 00:00:00,378.26
469,1991-12-10 00:00:00,377.9
470,1991-12-11 00:00:00,377.7
471,1991-12-12 00:00:00,381.55
472,1991-12-13 00:00:00,384.47
473,1991-12-16 00:00:00,384.46
474,1991-12-17 00:00:00,382.74
475,1991-12-18 00:00:00,383.48
476,1991-12-19 00:00:00,382.52
477,1991-12-20 00:00:00,387.04
478,1991-12-23 00:00:00,396.82
479,1991-12-24 00:00:00,399.33
480,1991-12-26 00:00:00,404.84
481,1991-12-27 00:00:00,406.46
482,1991-12-30 00:00:00,415.14
483,1991-12-31 00:00:00,417.09
484,1992-01-02 00:00:00,417.26
485,1992-01-03 00:00:00,419.34
486,1992-01-06 00:00:00,417.96
487,1992-01-07 00:00:00,417.4
488,1992-01-08 00:00:00,418.1
489,1992-01-09 00:00:00,417.61
490,1992-01-10 00:00:00,415.1
491,1992-01-13 00:00:00,414.34
492,1992-01-14 00:00:00,420.44
493,1992-01-15 00:00:00,420.77
494,1992-01-16 00:00:00,418.21
495,1992-01-17 00:00:00,418.86
496,1992-01-20 00:00:00,416.36
497,1992-01-21 00:00:00,412.64
498,1992-01-22 00:00:00,418.13
499,1992-01-23 00:00:00,414.96
500,1992-01-24 00:00:00,415.48
501,1992-01-27 00:00:00,414.99
502,1992-01-28 00:00:00,414.96
503,1992-01-29 00:00:00,410.34
504,1992-01-30 00:00:00,411.62
505,1992-01-31 00:00:00,408.78
506,1992-02-03 00:00:00,409.53
507,1992-02-04 00:00:00,413.85
508,1992-02-05 00:00:00,413.84
509,1992-02-06 00:00:00,413.82
510,1992-02-07 00:00:00,411.09
511,1992-02-10 00:00:00,413.77
512,1992-02-11 00:00:00,413.76
513,1992-02-12 00:00:00,417.13
514,1992-02-13 00:00:00,413.69
515,1992-02-14 00:00:00,412.48
516,1992-02-18 00:00:00,407.38
517,1992-02-19 00:00:00,408.26
518,1992-02-20 00:00:00,413.9
519,1992-02-21 00:00:00,411.43
520,1992-02-24 00:00:00,412.27
521,1992-02-25 00:00:00,410.45
522,1992-02-26 00:00:00,415.35
523,1992-02-27 00:00:00,413.86
524,1992-02-28 00:00:00,412.7
525,1992-03-02 00:00:00,412.45
526,1992-03-03 00:00:00,412.85
527,1992-03-04 00:00:00,409.33
528,1992-03-05 00:00:00,406.51
529,1992-03-06 00:00:00,404.44
530,1992-03-09 00:00:00,405.21
531,1992-03-10 00:00:00,406.89
532,1992-03-11 00:00:00,404.03
533,1992-03-12 00:00:00,403.89
534,1992-03-13 00:00:00,405.84
535,1992-03-16 00:00:00,406.39
536,1992-03-17 00:00:00,409.58
537,1992-03-18 00:00:00,409.15
538,1992-03-19 00:00:00,409.8
539,1992-03-20 00:00:00,411.3
540,1992-03-23 00:00:00,409.91
541,1992-03-24 00:00:00,408.88
542,1992-03-25 00:00:00,407.52
543,1992-03-26 00:00:00,407.86
544,1992-03-27 00:00:00,403.5
545,1992-03-30 00:00:00,403.0
546,1992-03-31 00:00:00,403.69
547,1992-04-01 00:00:00,404.23
548,1992-04-02 00:00:00,400.5
549,1992-04-03 00:00:00,401.55
550,1992-04-06 00:00:00,405.59
551,1992-04-07 00:00:00,398.06
552,1992-04-08 00:00:00,394.5
553,1992-04-09 00:00:00,400.64
554,1992-04-10 00:00:00,404.29
555,1992-04-13 00:00:00,406.08
556,1992-04-14 00:00:00,412.39
557,1992-04-15 00:00:00,416.28
558,1992-04-16 00:00:00,416.04
559,1992-04-20 00:00:00,410.18
560,1992-04-21 00:00:00,410.26
561,1992-04-22 00:00:00,409.81
562,1992-04-23 00:00:00,411.6
563,1992-04-24 00:00:00,409.02
564,1992-04-27 00:00:00,408.45
565,1992-04-28 00:00:00,409.11
566,1992-04-29 00:00:00,412.02
567,1992-04-30 00:00:00,414.95
568,1992-05-01 00:00:00,412.53
569,1992-05-04 00:00:00,416.91
570,1992-05-05 00:00:00,416.84
571,1992-05-06 00:00:00,416.79
572,1992-05-07 00:00:00,415.85
573,1992-05-08 00:00:00,416.05
574,1992-05-11 00:00:00,418.49
575,1992-05-12 00:00:00,416.29
576,1992-05-13 00:00:00,416.45
577,1992-05-14 00:00:00,413.14
578,1992-05-15 00:00:00,410.09
579,1992-05-18 00:00:00,412.81
580,1992-05-19 00:00:00,416.37
581,1992-05-20 00:00:00,415.39
582,1992-05-21 00:00:00,412.6
583,1992-05-22 00:00:00,414.02
584,1992-05-26 00:00:00,411.41
585,1992-05-27 00:00:00,412.17
586,1992-05-28 00:00:00,416.74
587,1992-05-29 00:00:00,415.35
588,1992-06-01 00:00:00,417.3
589,1992-06-02 00:00:00,413.5
590,1992-06-03 00:00:00,414.59
591,1992-06-04 00:00:00,413.26
592,1992-06-05 00:00:00,413.48
593,1992-06-08 00:00:00,413.36
594,1992-06-09 00:00:00,410.06
595,1992-06-10 00:00:00,407.25
596,1992-06-11 00:00:00,409.05
597,1992-06-12 00:00:00,409.76
598,1992-06-15 00:00:00,410.29
599,1992-06-16 00:00:00,408.32
600,1992-06-17 00:00:00,402.26
601,1992-06-18 00:00:00,400.96
602,1992-06-19 00:00:00,403.67
603,1992-06-22 00:00:00,403.4
604,1992-06-23 00:00:00,404.04
605,1992-06-24 00:00:00,403.84
606,1992-06-25 00:00:00,403.12
607,1992-06-26 00:00:00,403.45
608,1992-06-29 00:00:00,408.94
609,1992-06-30 00:00:00,408.14
610,1992-07-01 00:00:00,412.88
611,1992-07-02 00:00:00,411.77
612,1992-07-06 00:00:00,413.84
613,1992-07-07 00:00:00,409.16
614,1992-07-08 00:00:00,410.28
615,1992-07-09 00:00:00,414.23
616,1992-07-10 00:00:00,414.62
617,1992-07-13 00:00:00,414.87
618,1992-07-14 00:00:00,417.68
619,1992-07-15 00:00:00,417.1
620,1992-07-16 00:00:00,417.54
621,1992-07-17 00:00:00,415.62
622,1992-07-20 00:00:00,413.75
623,1992-07-21 00:00:00,413.76
624,1992-07-22 00:00:00,410.93
625,1992-07-23 00:00:00,412.08
626,1992-07-24 00:00:00,411.6
627,1992-07-27 00:00:00,411.54
628,1992-07-28 00:00:00,417.52
629,1992-07-29 00:00:00,422.23
630,1992-07-30 00:00:00,423.92
631,1992-07-31 00:00:00,424.21
632,1992-08-03 00:00:00,425.09
633,1992-08-04 00:00:00,424.36
634,1992-08-05 00:00:00,422.19
635,1992-08-06 00:00:00,420.59
636,1992-08-07 00:00:00,418.88
637,1992-08-10 00:00:00,419.42
638,1992-08-11 00:00:00,418.9
639,1992-08-12 00:00:00,417.78
640,1992-08-13 00:00:00,417.73
641,1992-08-14 00:00:00,419.91
642,1992-08-17 00:00:00,420.74
643,1992-08-18 00:00:00,421.34
644,1992-08-19 00:00:00,418.19
645,1992-08-20 00:00:00,418.26
646,1992-08-21 00:00:00,414.85
647,1992-08-24 00:00:00,410.72
648,1992-08-25 00:00:00,411.61
649,1992-08-26 00:00:00,413.51
650,1992-08-27 00:00:00,413.53
651,1992-08-28 00:00:00,414.84
652,1992-08-31 00:00:00,414.03
653,1992-09-01 00:00:00,416.07
654,1992-09-02 00:00:00,417.98
655,1992-09-03 00:00:00,417.98
656,1992-09-04 00:00:00,417.08
657,1992-09-08 00:00:00,414.44
658,1992-09-09 00:00:00,416.36
659,1992-09-10 00:00:00,419.95
660,1992-09-11 00:00:00,419.58
661,1992-09-14 00:00:00,425.27
662,1992-09-15 00:00:00,419.77
663,1992-09-16 00:00:00,419.92
664,1992-09-17 00:00:00,419.93
665,1992-09-18 00:00:00,422.93
666,1992-09-21 00:00:00,422.14
667,1992-09-22 00:00:00,417.14
668,1992-09-23 00:00:00,417.44
669,1992-09-24 00:00:00,418.47
670,1992-09-25 00:00:00,414.35
671,1992-09-28 00:00:00,416.62
672,1992-09-29 00:00:00,416.8
673,1992-09-30 00:00:00,417.8
674,1992-10-01 00:00:00,416.29
675,1992-10-02 00:00:00,410.47
676,1992-10-05 00:00:00,407.57
677,1992-10-06 00:00:00,407.18
678,1992-10-07 00:00:00,404.25
679,1992-10-08 00:00:00,407.75
680,1992-10-09 00:00:00,402.66
681,1992-10-12 00:00:00,407.44
682,1992-10-13 00:00:00,409.3
683,1992-10-14 00:00:00,409.37
684,1992-10-15 00:00:00,409.6
685,1992-10-16 00:00:00,411.73
686,1992-10-19 00:00:00,414.98
687,1992-10-20 00:00:00,415.48
688,1992-10-21 00:00:00,415.67
689,1992-10-22 00:00:00,414.9
690,1992-10-23 00:00:00,414.1
691,1992-10-26 00:00:00,418.16
692,1992-10-27 00:00:00,418.49
693,1992-10-28 00:00:00,420.13
694,1992-10-29 00:00:00,420.86
695,1992-10-30 00:00:00,418.68
696,1992-11-02 00:00:00,422.75
697,1992-11-03 00:00:00,419.92
698,1992-11-04 00:00:00,417.11
699,1992-11-05 00:00:00,418.34
700,1992-11-06 00:00:00,417.58
701,1992-11-09 00:00:00,418.59
702,1992-11-10 00:00:00,418.62
703,1992-11-11 00:00:00,422.2
704,1992-11-12 00:00:00,422.87
705,1992-11-13 00:00:00,422.43
706,1992-11-16 00:00:00,420.68
707,1992-11-17 00:00:00,419.27
708,1992-11-18 00:00:00,422.85
709,1992-11-19 00:00:00,423.61
710,1992-11-20 00:00:00,426.65
711,1992-11-23 00:00:00,425.12
712,1992-11-24 00:00:00,427.59
713,1992-11-25 00:00:00,429.19
714,1992-11-27 00:00:00,430.16
715,1992-11-30 00:00:00,431.35
716,1992-12-01 00:00:00,430.78
717,1992-12-02 00:00:00,429.89
718,1992-12-03 00:00:00,429.91
719,1992-12-04 00:00:00,432.06
720,1992-12-07 00:00:00,435.31
721,1992-12-08 00:00:00,436.99
722,1992-12-09 00:00:00,435.65
723,1992-12-10 00:00:00,434.64
724,1992-12-11 00:00:00,433.73
725,1992-12-14 00:00:00,432.84
726,1992-12-15 00:00:00,432.57
727,1992-12-16 00:00:00,431.52
728,1992-12-17 00:00:00,435.43
729,1992-12-18 00:00:00,441.28
730,1992-12-21 00:00:00,440.7
731,1992-12-22 00:00:00,440.31
732,1992-12-23 00:00:00,439.03
733,1992-12-24 00:00:00,439.77
734,1992-12-28 00:00:00,439.15
